abstract_sku,concrete_sku,price_type,store,currency,value_net,value_gross,price_data.volume_prices
137,,DEFAULT,HR,EUR,37205,41339,
138,,DEFAULT,HR,EUR,23789,26432,
139,,DEFAULT,HR,EUR,23945,23945,
140,,DEFAULT,HR,EUR,38661,42957,
141,,DEFAULT,HR,EUR,33068,36742,
142,,DEFAULT,HR,EUR,19073,21192,
143,,DEFAULT,HR,EUR,39764,44182,
144,,DEFAULT,HR,EUR,33622,37358,
145,,DEFAULT,HR,EUR,6686,7429,
146,,DEFAULT,HR,EUR,37653,41837,
147,,DEFAULT,HR,EUR,35829,39810,
148,,DEFAULT,HR,EUR,25178,27975,
149,,DEFAULT,HR,EUR,2657,2952,
150,,DEFAULT,HR,EUR,17730,19700,
151,,DEFAULT,HR,EUR,4903,5448,
152,,DEFAULT,HR,EUR,28949,32166,
153,,DEFAULT,HR,EUR,35418,39353,
154,,DEFAULT,HR,EUR,20016,22240,
155,,DEFAULT,HR,EUR,7205,8005,
156,,DEFAULT,HR,EUR,18011,20012,
157,,DEFAULT,HR,EUR,26710,29678,
158,,DEFAULT,HR,EUR,39992,44436,
159,,DEFAULT,HR,EUR,15369,17077,
160,,DEFAULT,HR,EUR,36416,40462,
161,,DEFAULT,HR,EUR,21992,24435,
162,,DEFAULT,HR,EUR,37918,42131,
163,,DEFAULT,HR,EUR,37418,41575,
164,,DEFAULT,HR,EUR,10543,11714,
165,,DEFAULT,HR,EUR,9562,10624,
166,,DEFAULT,HR,EUR,37428,41587,
167,,DEFAULT,HR,EUR,14982,16647,
168,,DEFAULT,HR,EUR,12279,13643,
169,,DEFAULT,HR,EUR,39112,43458,
170,,DEFAULT,HR,EUR,6036,6707,
171,,DEFAULT,HR,EUR,28503,31670,
172,,DEFAULT,HR,EUR,1789,1988,
173,,DEFAULT,HR,EUR,31109,34566,
174,,DEFAULT,HR,EUR,32140,35711,
175,,DEFAULT,HR,EUR,13099,14554,
176,,DEFAULT,HR,EUR,23026,25584,
177,,DEFAULT,HR,EUR,38252,42502,
178,,DEFAULT,HR,EUR,22693,25214,
179,,DEFAULT,HR,EUR,35196,39107,
180,,DEFAULT,HR,EUR,33381,37090,
181,,DEFAULT,HR,EUR,29928,33253,
182,,DEFAULT,HR,EUR,29120,32355,
183,,DEFAULT,HR,EUR,34351,38168,
184,,DEFAULT,HR,EUR,16201,18001,
185,,DEFAULT,HR,EUR,16574,18415,
186,,DEFAULT,HR,EUR,8879,9865,
187,,DEFAULT,HR,EUR,37254,41393,
188,,DEFAULT,HR,EUR,18144,20160,
189,,DEFAULT,HR,EUR,17741,19712,
190,,DEFAULT,HR,EUR,15713,17459,
191,,DEFAULT,HR,EUR,22409,24899,
192,,DEFAULT,HR,EUR,25360,28178,
193,,DEFAULT,HR,EUR,16195,17994,"[{""quantity"":5,""net_price"":150,""gross_price"":165}, {""quantity"":10,""net_price"":145,""gross_price"":158}, {""quantity"":20,""net_price"":140,""gross_price"":152}]"
194,,DEFAULT,HR,EUR,25975,28861,
195,,DEFAULT,HR,EUR,35520,39467,
196,,DEFAULT,HR,EUR,22446,24940,
197,,DEFAULT,HR,EUR,20709,23010,
198,,DEFAULT,HR,EUR,5649,6277,
199,,DEFAULT,HR,EUR,29618,32909,
200,,DEFAULT,HR,EUR,12479,13865,
201,,DEFAULT,HR,EUR,18229,20254,
202,,DEFAULT,HR,EUR,3526,3918,
203,,DEFAULT,HR,EUR,23977,26641,
204,,DEFAULT,HR,EUR,40242,44713,
205,,DEFAULT,HR,EUR,10450,11611,
206,,DEFAULT,HR,EUR,15997,17774,
207,,DEFAULT,HR,EUR,11315,12572,
208,,DEFAULT,HR,EUR,31201,34668,
209,,DEFAULT,HR,EUR,17611,19568,
210,,DEFAULT,HR,EUR,90000,100000,
211,,DEFAULT,HR,EUR,63450,70500,
212,,DEFAULT,HR,EUR,8550,9500,
213,,DEFAULT,HR,EUR,31500,35000,
214,,DEFAULT,HR,EUR,85500,95000,
001,,ORIGINAL,HR,EUR,11308,12564,
003,,ORIGINAL,HR,EUR,7200,8000,
006,,ORIGINAL,HR,EUR,31320,34800,
010,,ORIGINAL,HR,EUR,32040,35600,
015,,ORIGINAL,HR,EUR,7200,8000,
020,,ORIGINAL,HR,EUR,9539,10599,
024,,ORIGINAL,HR,EUR,40950,45500,
027,,ORIGINAL,HR,EUR,4680,5200,
029,,ORIGINAL,HR,EUR,37800,42000,
030,,ORIGINAL,HR,EUR,42300,47000,
031,,ORIGINAL,HR,EUR,36900,41000,
033,,ORIGINAL,HR,EUR,2520,2800,
036,,ORIGINAL,HR,EUR,17100,19000,
040,,ORIGINAL,HR,EUR,15440,17156,
051,,ORIGINAL,HR,EUR,11700,13000,
052,,ORIGINAL,HR,EUR,10800,12000,
,052_29567823,ORIGINAL,HR,EUR,11700,13000,
,052_30107816,ORIGINAL,HR,EUR,12600,14000,
,052_30614390,ORIGINAL,HR,EUR,10800,12000,
054,,ORIGINAL,HR,EUR,1800,2000,
056,,ORIGINAL,HR,EUR,31500,35000,
059,,ORIGINAL,HR,EUR,36000,40000,
,059_24245592,ORIGINAL,HR,EUR,31500,35000,
,059_26175504,ORIGINAL,HR,EUR,40500,45000,
,059_26027598,ORIGINAL,HR,EUR,36000,40000,
063,,ORIGINAL,HR,EUR,18000,20000,
068,,ORIGINAL,HR,EUR,8100,9000,
072,,ORIGINAL,HR,EUR,37800,42000,
,072_19618271,ORIGINAL,HR,EUR,15300,17000,
,072_21927455,ORIGINAL,HR,EUR,12600,14000,
075,,ORIGINAL,HR,EUR,31500,35000,
077,,ORIGINAL,HR,EUR,13500,15000,
080,,ORIGINAL,HR,EUR,23400,26000,
084,,ORIGINAL,HR,EUR,29700,33000,
089,,ORIGINAL,HR,EUR,37800,42000,
095,,ORIGINAL,HR,EUR,16200,18000,
100,,ORIGINAL,HR,EUR,6300,7000,
104,,ORIGINAL,HR,EUR,3600,4000,
107,,ORIGINAL,HR,EUR,10800,12000,
110,,ORIGINAL,HR,EUR,31500,35000,
114,,ORIGINAL,HR,EUR,9000,10000,
116,,ORIGINAL,HR,EUR,33300,37000,
117,,ORIGINAL,HR,EUR,33300,37000,
,117_29890338,ORIGINAL,HR,EUR,6300,7000,
118,,ORIGINAL,HR,EUR,7200,8000,
122,,ORIGINAL,HR,EUR,36000,40000,
123,,ORIGINAL,HR,EUR,42300,47000,
126,,ORIGINAL,HR,EUR,15300,17000,
,126_24722439,ORIGINAL,HR,EUR,14400,16000,
,126_30407844,ORIGINAL,HR,EUR,14400,16000,
128,,ORIGINAL,HR,EUR,15300,17000,
,128_29955336,ORIGINAL,HR,EUR,15300,17000,
134,,ORIGINAL,HR,EUR,1800,2000,
141,,ORIGINAL,HR,EUR,33300,37000,
147,,ORIGINAL,HR,EUR,36000,40000,
152,,ORIGINAL,HR,EUR,29700,33000,
156,,ORIGINAL,HR,EUR,19800,22000,
159,,ORIGINAL,HR,EUR,17100,19000,
161,,ORIGINAL,HR,EUR,22500,25000,
164,,ORIGINAL,HR,EUR,10800,12000,
169,,ORIGINAL,HR,EUR,40500,45000,
173,,ORIGINAL,HR,EUR,32400,36000,
179,,ORIGINAL,HR,EUR,37800,42000,
181,,ORIGINAL,HR,EUR,31500,35000,
185,,ORIGINAL,HR,EUR,18000,20000,
192,,ORIGINAL,HR,EUR,26100,29000,
198,,ORIGINAL,HR,EUR,6300,7000,
202,,ORIGINAL,HR,EUR,4500,5000,
203,,ORIGINAL,HR,EUR,24300,27000,
211,,ORIGINAL,HR,EUR,65250,72500,
212,,ORIGINAL,HR,EUR,10800,12000,
214,,ORIGINAL,HR,EUR,90000,100000,
001,,DEFAULT,HR,CHF,10349,11499,
002,,DEFAULT,HR,CHF,10349,11499,
003,,DEFAULT,HR,CHF,6728,7475,
004,,DEFAULT,HR,CHF,7245,8050,
005,,DEFAULT,HR,CHF,7245,8050,
006,,DEFAULT,HR,CHF,35708,39675,
007,,DEFAULT,HR,CHF,35708,39675,
008,,DEFAULT,HR,CHF,35708,39675,
009,,DEFAULT,HR,CHF,10349,11499,
010,,DEFAULT,HR,CHF,35811,39790,
011,,DEFAULT,HR,CHF,37881,42090,
012,,DEFAULT,HR,CHF,37881,42090,
013,,DEFAULT,HR,CHF,5898,6554,
014,,DEFAULT,HR,CHF,4739,5266,
015,,DEFAULT,HR,CHF,6210,6900,
016,,DEFAULT,HR,CHF,10349,11499,
017,,DEFAULT,HR,CHF,357798,397554,
018,,DEFAULT,HR,CHF,35810,39789,
019,,DEFAULT,HR,CHF,10349,11499,
020,,DEFAULT,HR,CHF,10950,12167,
021,,DEFAULT,HR,CHF,11054,12282,
022,,DEFAULT,HR,CHF,26910,29900,
023,,DEFAULT,HR,CHF,27659,30731,
024,,DEFAULT,HR,CHF,46058,51175,
025,,DEFAULT,HR,CHF,31050,34500,
026,,DEFAULT,HR,CHF,4347,4830,
027,,DEFAULT,HR,CHF,5072,5635,
028,,DEFAULT,HR,CHF,3105,3450,
029,,DEFAULT,HR,CHF,42460,47178,
030,,DEFAULT,HR,CHF,46600,51778,
031,,DEFAULT,HR,CHF,41425,46028,
032,,DEFAULT,HR,CHF,2898,3220,
033,,DEFAULT,HR,CHF,2588,2875,
034,,DEFAULT,HR,CHF,32105,35672,
035,,DEFAULT,HR,CHF,30788,34209,
036,,DEFAULT,HR,CHF,18629,20699,
037,,DEFAULT,HR,CHF,17594,19549,
038,,DEFAULT,HR,CHF,16559,18399,
039,,DEFAULT,HR,CHF,16455,18284,
040,,DEFAULT,HR,CHF,16352,18169,
041,,DEFAULT,HR,CHF,10743,11937,
042,,DEFAULT,HR,CHF,9398,10442,
043,,DEFAULT,HR,CHF,7579,8420,
044,,DEFAULT,HR,CHF,33274,36971,
045,,DEFAULT,HR,CHF,40589,45100,
046,,DEFAULT,HR,CHF,4263,4737,
047,,DEFAULT,HR,CHF,5925,6583,
048,,DEFAULT,HR,CHF,12673,14081,
049,,DEFAULT,HR,CHF,17279,19198,
050,,DEFAULT,HR,CHF,31862,35402,
051,,DEFAULT,HR,CHF,12863,14292,
,051_29567823,DEFAULT,HR,CHF,12420,13800,
,051_30107816,DEFAULT,HR,CHF,12938,14375,
,051_30614390,DEFAULT,HR,CHF,13248,14720,
052,,DEFAULT,HR,CHF,9317,10352,
,052_29567823,DEFAULT,HR,CHF,9212,10235,
,052_30107816,DEFAULT,HR,CHF,10868,12075,
,052_30614390,DEFAULT,HR,CHF,8798,9775,
053,,DEFAULT,HR,CHF,42074,46749,
,053_29567823,DEFAULT,HR,CHF,36676,40750,
054,,DEFAULT,HR,CHF,1945,2161,
055,,DEFAULT,HR,CHF,19806,22008,
056,,DEFAULT,HR,CHF,34430,38255,
057,,DEFAULT,HR,CHF,42786,47540,
058,,DEFAULT,HR,CHF,27357,30397,
,058_24245592,DEFAULT,HR,CHF,3575,3972,
,058_26175504,DEFAULT,HR,CHF,44460,49401,
059,,DEFAULT,HR,CHF,38028,42253,
,059_24245592,DEFAULT,HR,CHF,21934,24371,
,059_26175504,DEFAULT,HR,CHF,45729,50809,
,059_26027598,DEFAULT,HR,CHF,38665,42962,
060,,DEFAULT,HR,CHF,43301,48113,
,060_24245592,DEFAULT,HR,CHF,7689,8543,
,060_26175504,DEFAULT,HR,CHF,43301,48113,
,060_26027598,DEFAULT,HR,CHF,41203,45782,
061,,DEFAULT,HR,CHF,28955,32171,
062,,DEFAULT,HR,CHF,3056,3395,
063,,DEFAULT,HR,CHF,20390,22655,
064,,DEFAULT,HR,CHF,5638,6265,
065,,DEFAULT,HR,CHF,33291,36991,
066,,DEFAULT,HR,CHF,40731,45256,
067,,DEFAULT,HR,CHF,23018,25576,
068,,DEFAULT,HR,CHF,8286,9206,
069,,DEFAULT,HR,CHF,20713,23014,
070,,DEFAULT,HR,CHF,30717,34130,
,070_133745031,DEFAULT,HR,CHF,45991,51101,
,070_203704321,DEFAULT,HR,CHF,17674,19639,
,070_133913221,DEFAULT,HR,CHF,41878,46531,
,070_133745032,DEFAULT,HR,CHF,25291,28100,
,070_203704322,DEFAULT,HR,CHF,43606,48451,
,070_133913222,DEFAULT,HR,CHF,43031,47811,
,070_133745033,DEFAULT,HR,CHF,12124,13471,
071,,DEFAULT,HR,CHF,10996,12218,
072,,DEFAULT,HR,CHF,43042,47825,
,072_19618271,DEFAULT,HR,CHF,17229,19144,
,072_21927455,DEFAULT,HR,CHF,14121,15689,
073,,DEFAULT,HR,CHF,44979,49977,
,073_19618271,DEFAULT,HR,CHF,6941,7713,
,073_21927455,DEFAULT,HR,CHF,32778,36421,
074,,DEFAULT,HR,CHF,2057,2286,
075,,DEFAULT,HR,CHF,35775,39751,
076,,DEFAULT,HR,CHF,36961,41068,
077,,DEFAULT,HR,CHF,15064,16737,
078,,DEFAULT,HR,CHF,26480,29422,
079,,DEFAULT,HR,CHF,43990,48877,
080,,DEFAULT,HR,CHF,26097,28996,
081,,DEFAULT,HR,CHF,40475,44973,
082,,DEFAULT,HR,CHF,38388,42654,
083,,DEFAULT,HR,CHF,34417,38241,
084,,DEFAULT,HR,CHF,33488,37208,
085,,DEFAULT,HR,CHF,39504,43893,
086,,DEFAULT,HR,CHF,18631,20701,
087,,DEFAULT,HR,CHF,19060,21177,
088,,DEFAULT,HR,CHF,10211,11345,
089,,DEFAULT,HR,CHF,42842,47602,
090,,DEFAULT,HR,CHF,20866,23184,
091,,DEFAULT,HR,CHF,20402,22669,
092,,DEFAULT,HR,CHF,18070,20078,
093,,DEFAULT,HR,CHF,25770,28634,
094,,DEFAULT,HR,CHF,29164,32405,
095,,DEFAULT,HR,CHF,18624,20693,
096,,DEFAULT,HR,CHF,29871,33190,
097,,DEFAULT,HR,CHF,40848,45387,
098,,DEFAULT,HR,CHF,25813,28681,
099,,DEFAULT,HR,CHF,23815,26462,
100,,DEFAULT,HR,CHF,6496,7219,
101,,DEFAULT,HR,CHF,34061,37845,
102,,DEFAULT,HR,CHF,14351,15945,
103,,DEFAULT,HR,CHF,20963,23292,
104,,DEFAULT,HR,CHF,4055,4506,
105,,DEFAULT,HR,CHF,27574,30637,
106,,DEFAULT,HR,CHF,46278,51420,
107,,DEFAULT,HR,CHF,12018,13353,
108,,DEFAULT,HR,CHF,18397,20440,
109,,DEFAULT,HR,CHF,13012,14458,
110,,DEFAULT,HR,CHF,35881,39868,
111,,DEFAULT,HR,CHF,20253,22503,
112,,DEFAULT,HR,CHF,25777,28641,
,112_312526171,DEFAULT,HR,CHF,45254,50281,
,112_306918001,DEFAULT,HR,CHF,2152,2391,
,112_312526191,DEFAULT,HR,CHF,2142,2381,
,112_312526172,DEFAULT,HR,CHF,34268,38075,
,112_306918002,DEFAULT,HR,CHF,40544,45049,
,112_312526192,DEFAULT,HR,CHF,14485,16094,
,112_306918003,DEFAULT,HR,CHF,19093,21215,
,112_312526193,DEFAULT,HR,CHF,16842,18713,
113,,DEFAULT,HR,CHF,10349,11499,
114,,DEFAULT,HR,CHF,10349,11499,
,114_29911081,DEFAULT,HR,CHF,6728,7475,
,114_30580483,DEFAULT,HR,CHF,7245,8050,
115,,DEFAULT,HR,CHF,7245,8050,
,115_27295368,DEFAULT,HR,CHF,35708,39675,
,115_26440118,DEFAULT,HR,CHF,35708,39675,
,115_26408656,DEFAULT,HR,CHF,35708,39675,
116,,DEFAULT,HR,CHF,10349,11499,
,116_29743424,DEFAULT,HR,CHF,35811,39790,
,116_28684053,DEFAULT,HR,CHF,37881,42090,
117,,DEFAULT,HR,CHF,37881,42090,
,117_29890338,DEFAULT,HR,CHF,5898,6554,
,117_30585828,DEFAULT,HR,CHF,4739,5266,
118,,DEFAULT,HR,CHF,6210,6900,
119,,DEFAULT,HR,CHF,10349,11499,
120,,DEFAULT,HR,CHF,357798,397554,
,120_29890350,DEFAULT,HR,CHF,35810,39789,
,120_30069636,DEFAULT,HR,CHF,10349,11499,
,120_30069631,DEFAULT,HR,CHF,10950,12167,
121,,DEFAULT,HR,CHF,11054,12282,
,121_29406823,DEFAULT,HR,CHF,26910,29900,
,121_28542963,DEFAULT,HR,CHF,27659,30731,
,121_28549476,DEFAULT,HR,CHF,46058,51175,
122,,DEFAULT,HR,CHF,31050,34500,
,122_22308524,DEFAULT,HR,CHF,4347,4830,
,122_26145672,DEFAULT,HR,CHF,5072,5635,
123,,DEFAULT,HR,CHF,3105,3450,
,123_29866607,DEFAULT,HR,CHF,42460,47178,
,123_30610368,DEFAULT,HR,CHF,46600,51778,
,123_29866603,DEFAULT,HR,CHF,41425,46028,
124,,DEFAULT,HR,CHF,2898,3220,
,124_31623088,DEFAULT,HR,CHF,2588,2875,
,124_29866591,DEFAULT,HR,CHF,32105,35672,
125,,DEFAULT,HR,CHF,30788,34209,
,125_30703764,DEFAULT,HR,CHF,18629,20699,
,125_30350012,DEFAULT,HR,CHF,17594,19549,
126,,DEFAULT,HR,CHF,16559,18399,
,126_24722439,DEFAULT,HR,CHF,16455,18284,
,126_30407844,DEFAULT,HR,CHF,16352,18169,
,126_26280142,DEFAULT,HR,CHF,10743,11937,
127,,DEFAULT,HR,CHF,9398,10442,
,127_22828284,DEFAULT,HR,CHF,7579,8420,
