abstract_sku,concrete_sku,price_type,store,currency,value_net,value_gross,price_data.volume_prices
,121_28542963,DEFAULT,US,EUR,24051,,
,121_28549476,DEFAULT,US,EUR,40050,,
122,,DEFAULT,US,EUR,27000,,
,122_22308524,DEFAULT,US,EUR,3780,,
,122_26145672,DEFAULT,US,EUR,4410,,
123,,DEFAULT,US,EUR,2700,,
,123_29866607,DEFAULT,US,EUR,36922,,
,123_30610368,DEFAULT,US,EUR,40522,,
,123_29866603,DEFAULT,US,EUR,36022,,
124,,DEFAULT,US,EUR,2520,,
,124_31623088,DEFAULT,US,EUR,2250,,
,124_29866591,DEFAULT,US,EUR,27917,,
125,,DEFAULT,US,EUR,26772,,
,125_30703764,DEFAULT,US,EUR,16199,,
,125_30350012,DEFAULT,US,EUR,15299,,
126,,DEFAULT,US,EUR,14399,,
,126_24722439,DEFAULT,US,EUR,14309,,
,126_30407844,DEFAULT,US,EUR,14219,,
,126_26280142,DEFAULT,US,EUR,9342,,
127,,DEFAULT,US,EUR,8172,,
,127_22828284,DEFAULT,US,EUR,6590,,
,127_22613708,DEFAULT,US,EUR,28934,,
,127_20723326,DEFAULT,US,EUR,35295,,
,127_22613709,DEFAULT,US,EUR,3707,,
128,,DEFAULT,US,EUR,5152,,
,128_29955336,DEFAULT,US,EUR,11020,,
,128_27314278,DEFAULT,US,EUR,15025,,
129,,DEFAULT,US,EUR,27706,,
,129_30706500,DEFAULT,US,EUR,11185,,
,129_27107297,DEFAULT,US,EUR,21385,,
,129_24325712,DEFAULT,US,EUR,30155,,
130,,DEFAULT,US,EUR,19849,,
,130_29285281,DEFAULT,US,EUR,8102,,
,130_24326086,DEFAULT,US,EUR,28641,,
,130_24725761,DEFAULT,US,EUR,38033,,
131,131_24872891,DEFAULT,US,EUR,6629,,
132,132_30619567,DEFAULT,US,EUR,36586,,
133,133_31743669,DEFAULT,US,EUR,31892,,
134,,DEFAULT,US,EUR,1691,,
135,,DEFAULT,US,EUR,17223,,
136,,DEFAULT,US,EUR,29939,,
137,,DEFAULT,US,EUR,37205,,
138,,DEFAULT,US,EUR,23789,,
139,,DEFAULT,US,EUR,23945,,
140,,DEFAULT,US,EUR,38661,,
141,,DEFAULT,US,EUR,33068,,
142,,DEFAULT,US,EUR,19073,,
143,,DEFAULT,US,EUR,39764,,
144,,DEFAULT,US,EUR,33622,,
145,,DEFAULT,US,EUR,6686,,
146,,DEFAULT,US,EUR,37653,,
147,,DEFAULT,US,EUR,35829,,
148,,DEFAULT,US,EUR,25178,,
149,,DEFAULT,US,EUR,2657,,
150,,DEFAULT,US,EUR,17730,,
151,,DEFAULT,US,EUR,4903,,
152,,DEFAULT,US,EUR,28949,,
153,,DEFAULT,US,EUR,35418,,
154,,DEFAULT,US,EUR,20016,,
155,,DEFAULT,US,EUR,7205,,
156,,DEFAULT,US,EUR,18011,,
157,,DEFAULT,US,EUR,26710,,
158,,DEFAULT,US,EUR,39992,,
159,,DEFAULT,US,EUR,15369,,
160,,DEFAULT,US,EUR,36416,,
161,,DEFAULT,US,EUR,21992,,
162,,DEFAULT,US,EUR,37918,,
163,,DEFAULT,US,EUR,37418,,
164,,DEFAULT,US,EUR,10543,,
165,,DEFAULT,US,EUR,9562,,
166,,DEFAULT,US,EUR,37428,,
167,,DEFAULT,US,EUR,14982,,
168,,DEFAULT,US,EUR,12279,,
169,,DEFAULT,US,EUR,39112,,
170,,DEFAULT,US,EUR,6036,,
171,,DEFAULT,US,EUR,28503,,
172,,DEFAULT,US,EUR,1789,,
173,,DEFAULT,US,EUR,31109,,
174,,DEFAULT,US,EUR,32140,,
175,,DEFAULT,US,EUR,13099,,
176,,DEFAULT,US,EUR,23026,,
177,,DEFAULT,US,EUR,38252,,
178,,DEFAULT,US,EUR,22693,,
179,,DEFAULT,US,EUR,35196,,
180,,DEFAULT,US,EUR,33381,,
181,,DEFAULT,US,EUR,29928,,
182,,DEFAULT,US,EUR,29120,,
183,,DEFAULT,US,EUR,34351,,
184,,DEFAULT,US,EUR,16201,,
185,,DEFAULT,US,EUR,16574,,
186,,DEFAULT,US,EUR,8879,,
187,,DEFAULT,US,EUR,37254,,
188,,DEFAULT,US,EUR,18144,,
189,,DEFAULT,US,EUR,17741,,
190,,DEFAULT,US,EUR,15713,,
191,,DEFAULT,US,EUR,22409,,
192,,DEFAULT,US,EUR,25360,,
193,,DEFAULT,US,EUR,16195,,"[{""quantity"":5,""net_price"":15000,""gross_price"":16500}, {""quantity"":10,""net_price"":14500,""gross_price"":15800}, {""quantity"":20,""net_price"":14000,""gross_price"":15200}]"
194,,DEFAULT,US,EUR,25975,,
195,,DEFAULT,US,EUR,35520,,
196,,DEFAULT,US,EUR,22446,,
197,,DEFAULT,US,EUR,20709,,
198,,DEFAULT,US,EUR,5649,,
199,,DEFAULT,US,EUR,29618,,
200,,DEFAULT,US,EUR,12479,,
201,,DEFAULT,US,EUR,18229,,
202,,DEFAULT,US,EUR,3526,,
203,,DEFAULT,US,EUR,23977,,
204,,DEFAULT,US,EUR,40242,,
205,,DEFAULT,US,EUR,10450,,
206,,DEFAULT,US,EUR,15997,,
207,,DEFAULT,US,EUR,11315,,
208,,DEFAULT,US,EUR,31201,,
209,,DEFAULT,US,EUR,17611,,
210,,DEFAULT,US,EUR,90000,,
211,,DEFAULT,US,EUR,63450,,
212,,DEFAULT,US,EUR,8550,,
213,,DEFAULT,US,EUR,31500,,
214,,DEFAULT,US,EUR,85500,,
001,,ORIGINAL,US,EUR,11308,,
003,,ORIGINAL,US,EUR,7200,,
006,,ORIGINAL,US,EUR,31320,,
010,,ORIGINAL,US,EUR,32040,,
015,,ORIGINAL,US,EUR,7200,,
020,,ORIGINAL,US,EUR,9539,,
024,,ORIGINAL,US,EUR,40950,,
027,,ORIGINAL,US,EUR,4680,,
029,,ORIGINAL,US,EUR,37800,,
030,,ORIGINAL,US,EUR,42300,,
031,,ORIGINAL,US,EUR,36900,,
033,,ORIGINAL,US,EUR,2520,,
036,,ORIGINAL,US,EUR,17100,,
040,,ORIGINAL,US,EUR,15440,,
051,,ORIGINAL,US,EUR,11700,,
052,,ORIGINAL,US,EUR,10800,,
,052_29567823,ORIGINAL,US,EUR,11700,,
,052_30107816,ORIGINAL,US,EUR,12600,,
,052_30614390,ORIGINAL,US,EUR,10800,,
054,,ORIGINAL,US,EUR,1800,,
056,,ORIGINAL,US,EUR,31500,,
059,,ORIGINAL,US,EUR,36000,,
,059_24245592,ORIGINAL,US,EUR,31500,,
,059_26175504,ORIGINAL,US,EUR,40500,,
,059_26027598,ORIGINAL,US,EUR,36000,,
063,,ORIGINAL,US,EUR,18000,,
068,,ORIGINAL,US,EUR,8100,,
072,,ORIGINAL,US,EUR,37800,,
,072_19618271,ORIGINAL,US,EUR,15300,,
,072_21927455,ORIGINAL,US,EUR,12600,,
075,,ORIGINAL,US,EUR,31500,,
077,,ORIGINAL,US,EUR,13500,,
080,,ORIGINAL,US,EUR,23400,,
084,,ORIGINAL,US,EUR,29700,,
089,,ORIGINAL,US,EUR,37800,,
095,,ORIGINAL,US,EUR,16200,,
100,,ORIGINAL,US,EUR,6300,,
104,,ORIGINAL,US,EUR,3600,,
107,,ORIGINAL,US,EUR,10800,,
110,,ORIGINAL,US,EUR,31500,,
114,,ORIGINAL,US,EUR,9000,,
116,,ORIGINAL,US,EUR,33300,,
117,,ORIGINAL,US,EUR,33300,,
,117_29890338,ORIGINAL,US,EUR,6300,,
118,,ORIGINAL,US,EUR,7200,,
122,,ORIGINAL,US,EUR,36000,,
123,,ORIGINAL,US,EUR,42300,,
126,,ORIGINAL,US,EUR,15300,,
,126_24722439,ORIGINAL,US,EUR,14400,,
,126_30407844,ORIGINAL,US,EUR,14400,,
128,,ORIGINAL,US,EUR,15300,,
,128_29955336,ORIGINAL,US,EUR,15300,,
134,,ORIGINAL,US,EUR,1800,,
141,,ORIGINAL,US,EUR,33300,,
147,,ORIGINAL,US,EUR,36000,,
152,,ORIGINAL,US,EUR,29700,,
156,,ORIGINAL,US,EUR,19800,,
159,,ORIGINAL,US,EUR,17100,,
161,,ORIGINAL,US,EUR,22500,,
164,,ORIGINAL,US,EUR,10800,,
169,,ORIGINAL,US,EUR,40500,,
173,,ORIGINAL,US,EUR,32400,,
179,,ORIGINAL,US,EUR,37800,,
181,,ORIGINAL,US,EUR,31500,,
185,,ORIGINAL,US,EUR,18000,,
192,,ORIGINAL,US,EUR,26100,,
198,,ORIGINAL,US,EUR,6300,,
202,,ORIGINAL,US,EUR,4500,,
203,,ORIGINAL,US,EUR,24300,,
211,,ORIGINAL,US,EUR,65250,,
212,,ORIGINAL,US,EUR,10800,,
214,,ORIGINAL,US,EUR,90000,,
666,,DEFAULT,US,EUR,0,,
,666_124,DEFAULT,US,EUR,1000,,
,666_125,DEFAULT,US,EUR,2000,,
,666_126,DEFAULT,US,EUR,3000,,
,666_127,DEFAULT,US,EUR,5000,,
,666_128,DEFAULT,US,EUR,10000,,
,666_129,DEFAULT,US,EUR,20000,,
,666_130,DEFAULT,US,EUR,50000,,
,666_131,DEFAULT,US,EUR,100000,,
,666_132,DEFAULT,US,EUR,200000,,
,666_133,DEFAULT,US,EUR,500000,,
